DICY,7800.0,7800.0,7800.0,7749.0,139152.0,2020-05-21 12:00:01.774491
DICYD,67.5,67.5,67.5,66.5,368.55,2020-05-21 12:00:01.774491
DIP0,1190.0,1190.0,1190.0,1190.0,0.0,2020-05-21 12:00:01.774491
DIY0,7200.0,7200.0,7200.0,7200.0,0.0,2020-05-21 12:00:01.774491
DIY0D,55.5,55.5,55.5,55.5,0.0,2020-05-21 12:00:01.774491
FORM3,1050.0,1050.0,1050.0,1050.0,0.0,2020-05-21 12:00:01.774491
IRC1O,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
NO20,93.0,93.0,93.0,93.0,0.0,2020-05-21 12:00:01.774491
NRH2,903.5,903.5,903.5,903.5,0.0,2020-05-21 12:00:01.774491
ONCTG_6,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
PAA0,3335.0,3355.0,3290.0,3335.0,0.0,2020-05-21 12:00:01.774491
PAA0D,27.0,27.0,27.0,27.0,0.0,2020-05-21 12:00:01.774491
PAP0,450.0,450.0,450.0,450.0,0.0,2020-05-21 12:00:01.774491
PARA,3500.0,3500.0,3500.0,3480.0,849380.0,2020-05-21 12:00:01.774491
PARAD,30.24,30.7,30.0,30.24,0.0,2020-05-21 12:00:01.774491
PARP,520.0,520.0,515.0,520.0,0.0,2020-05-21 12:00:01.774491
PARY,4405.0,4530.0,4300.0,4405.0,0.0,2020-05-21 12:00:01.774491
PARYD,38.25,39.25,37.0,38.25,0.0,2020-05-21 12:00:01.774491
PAY0,3850.0,3850.0,3850.0,3850.0,0.0,2020-05-21 12:00:01.774491
PAY0D,33.0,33.0,33.0,33.0,0.0,2020-05-21 12:00:01.774491
PBA25,62.74,62.74,61.0,61.69,5937887.1,2020-05-21 12:00:01.774491
PBF23,3900.0,3900.0,3650.0,3900.0,0.0,2020-05-21 12:00:01.774491
PBJ21,3593.72,0.0,0.0,3593.72,0.0,2020-05-21 12:00:01.774491
PBJ27,3500.0,3500.0,3500.0,3500.0,0.0,2020-05-21 12:00:01.774491
PBM24,2464.07,0.0,0.0,2464.07,0.0,2020-05-21 12:00:01.774491
PBY22,76.99,78.0,76.5,76.0,246394.0,2020-05-21 12:00:01.774491
PF23D,32.0,32.0,32.0,32.0,0.0,2020-05-21 12:00:01.774491
PMJ21,86.0,87.0,86.0,86.0,0.0,2020-05-21 12:00:01.774491
PMY24,2488.0,2575.0,2575.0,2488.0,0.0,2020-05-21 12:00:01.774491
PR13,591.0,591.0,591.0,584.0,2452.65,2020-05-21 12:00:01.774491
PR15,118.65,118.65,117.05,118.25,336191.33,2020-05-21 12:00:01.774491
PUL26,1529.68,1765.0,1765.0,1529.68,0.0,2020-05-21 12:00:01.774491
PUM21,1800.0,1800.0,1800.0,1800.0,0.0,2020-05-21 12:00:01.774491
PUO19,368.8,373.0,364.5,368.8,0.0,2020-05-21 12:00:01.774491
PUY23,834.11,0.0,0.0,834.11,0.0,2020-05-21 12:00:01.774491
RHC20,1330.0,0.0,0.0,1330.0,0.0,2020-05-21 12:00:01.774491
RPC4O,8970.0,8970.0,8970.0,8972.5,93557.1,2020-05-21 12:00:01.774491
SA24D,31.6,31.6,31.6,31.6,0.0,2020-05-21 12:00:01.774491
SARH,1060.0,0.0,0.0,1060.0,0.0,2020-05-21 12:00:01.774491
SUC1P,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
T2X1,93.5,93.5,93.5,93.5,0.0,2020-05-21 12:00:01.774491
T2X2,76.75,77.4,75.5,77.65,4661348.48,2020-05-21 12:00:01.774491
TB21,90.5,0.0,0.0,90.5,0.0,2020-05-21 12:00:01.774491
TC21,307.0,309.0,307.0,306.75,406222.21,2020-05-21 12:00:01.774491
TC23,194.0,195.5,190.0,194.0,0.0,2020-05-21 12:00:01.774491
TC25P,150.0,150.0,149.0,150.0,0.0,2020-05-21 12:00:01.774491
TD21,95.75,95.75,94.9,95.75,0.0,2020-05-21 12:00:01.774491
TFU27,5891.0,0.0,0.0,5891.0,0.0,2020-05-21 12:00:01.774491
TJ20,99.25,99.99,99.0,98.8,10682277.26,2020-05-21 12:00:01.774491
TN20,112.5,113.0,112.3,112.5,0.0,2020-05-21 12:00:01.774491
TO21,69.7,71.58,69.5,70.0,543585.79,2020-05-21 12:00:01.774491
TO23,49.42,51.0,49.42,50.15,226535.4,2020-05-21 12:00:01.774491
TO26,43.0,43.0,43.0,43.25,2236.0,2020-05-21 12:00:01.774491
TV21,7350.0,7350.0,7350.0,7350.0,0.0,2020-05-21 12:00:01.774491
TVPA,74.0,74.0,71.5,74.0,0.0,2020-05-21 12:00:01.774491
TVPE,125.0,127.0,127.0,125.0,0.0,2020-05-21 12:00:01.774491
TVPP,1.56,1.59,1.55,1.55,24808.25,2020-05-21 12:00:01.774491
TVPY,75.1,75.1,75.1,75.0,7.51,2020-05-21 12:00:01.774491
TVPYD,8.8,0.75,0.73,8.8,0.0,2020-05-21 12:00:01.774491
TVY0,100.0,100.0,100.0,100.0,0.0,2020-05-21 12:00:01.774491
TX21,97.6,97.6,97.0,97.3,2580962.5,2020-05-21 12:00:01.774491
TX22,86.45,86.97,86.0,87.0,849818.0,2020-05-21 12:00:01.774491
TX23,76.1,77.0,75.5,77.5,5703780.26,2020-05-21 12:00:01.774491
TX24,68.71,69.5,68.7,70.35,14038157.89,2020-05-21 12:00:01.774491
VSC1O,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
VSC2O,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
VSC3O,6690.0,6690.0,6690.0,6600.0,66.9,2020-05-21 12:00:01.774491
YMC9O,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:00:01.774491
YPCUO,7831.0,7831.0,7831.0,7999.0,939720.0,2020-05-21 12:00:01.774491
53619,100.0,0.0,0.0,100.0,0.0,2020-05-21 12:10:01.640914
A2E2,4750.0,4750.0,4750.0,4750.0,0.0,2020-05-21 12:10:01.640914
A2E2D,40.5,43.0,40.5,40.5,0.0,2020-05-21 12:10:01.640914
A2E3,3350.0,0.0,0.0,3350.0,0.0,2020-05-21 12:10:01.640914
A2E3D,29.1,29.1,29.1,29.1,0.0,2020-05-21 12:10:01.640914
A2E7,4100.0,4300.0,4100.0,4100.0,0.0,2020-05-21 12:10:01.640914
A2E7D,36.5,37.4,36.5,36.5,0.0,2020-05-21 12:10:01.640914
A2E8,3500.0,3500.0,3500.0,3500.0,0.0,2020-05-21 12:10:01.640914
A2E8D,36.0,36.0,36.0,36.0,0.0,2020-05-21 12:10:01.640914
A2J9D,103.05,103.05,102.7,103.05,0.0,2020-05-21 12:10:01.640914
A2M2,199.5,210.0,192.0,199.5,0.0,2020-05-21 12:10:01.640914
AA21,4364.0,4382.5,4364.0,4364.0,0.0,2020-05-21 12:10:01.640914
AA21D,52.0,0.0,0.0,52.0,0.0,2020-05-21 12:10:01.640914
AA22,83.0,83.0,82.0,82.75,20795.64,2020-05-21 12:10:01.640914
AA25,3625.0,3659.0,3625.0,3650.0,95445.89,2020-05-21 12:10:01.640914
AA25D,31.65,32.0,31.55,31.55,754.91,2020-05-21 12:10:01.640914
AA26,2830.0,0.0,0.0,2830.0,0.0,2020-05-21 12:10:01.640914
AA26D,26.0,0.0,0.0,26.0,0.0,2020-05-21 12:10:01.640914
AA37,3188.0,3360.0,3120.0,3188.0,0.0,2020-05-21 12:10:01.640914
AA37D,27.85,28.0,27.85,27.7,24302.2,2020-05-21 12:10:01.640914
AA46,3150.0,0.0,0.0,3150.0,0.0,2020-05-21 12:10:01.640914
AA46D,30.25,0.0,0.0,30.25,0.0,2020-05-21 12:10:01.640914
AC17,3900.0,3925.0,3800.0,3900.0,0.0,2020-05-21 12:10:01.640914
AC17D,33.68,33.95,33.66,33.75,13834.0,2020-05-21 12:10:01.640914
AE48,3850.0,0.0,0.0,3850.0,0.0,2020-05-21 12:10:01.640914
AE48D,28.0,28.0,28.0,28.0,0.0,2020-05-21 12:10:01.640914
AECBO,10800.0,10800.0,10800.0,10800.0,27000.0,2020-05-21 12:10:01.640914
AF20,4422.5,4502.0,4400.0,4540.0,433244.36,2020-05-21 12:10:01.640914
AF20D,39.9,39.9,39.9,39.48,1.6,2020-05-21 12:10:01.640914
AL36,2960.41,0.0,0.0,2960.41,0.0,2020-05-21 12:10:01.640914
AMX9,111.0,112.25,111.0,111.0,0.0,2020-05-21 12:10:01.640914
AO20,3765.0,3795.0,3720.0,3723.0,2052686.64,2020-05-21 12:10:01.640914
AO20D,32.65,32.81,32.38,32.52,56180.8,2020-05-21 12:10:01.640914
AY24,3198.0,3245.0,3174.0,3169.5,114359910.95,2020-05-21 12:10:01.640914
AY24C,26.65,26.8,26.5,26.52,561045.87,2020-05-21 12:10:01.640914
AY24D,27.68,27.9,27.5,27.6,1592518.25,2020-05-21 12:10:01.640914
BBN19,139.5,140.0,139.5,139.5,0.0,2020-05-21 12:10:01.640914
BD2C9,1010.0,1080.0,1010.0,1010.0,0.0,2020-05-21 12:10:01.640914
BDC19,762.0,762.0,762.0,762.0,0.0,2020-05-21 12:10:01.640914
BDC20,1064.0,1064.0,1064.0,1064.0,0.0,2020-05-21 12:10:01.640914
BDC22,88.5,88.5,88.25,88.5,0.0,2020-05-21 12:10:01.640914
BDC24,75.5,75.5,75.0,75.5,0.0,2020-05-21 12:10:01.640914
BDC28,66.5,66.5,66.5,66.5,1999.66,2020-05-21 12:10:01.640914
BP21,411.12,0.0,0.0,411.12,0.0,2020-05-21 12:10:01.640914
BP28,3588.54,0.0,0.0,3588.54,0.0,2020-05-21 12:10:01.640914
BPCAO,99.17,0.0,0.0,99.17,0.0,2020-05-21 12:10:01.640914
BPLD,4300.0,4300.0,4300.0,4200.0,1935.0,2020-05-21 12:10:01.640914
BPLDD,33.0,33.0,33.0,33.0,0.0,2020-05-21 12:10:01.640914
BPLE,2800.0,2805.0,2800.0,2800.0,0.0,2020-05-21 12:10:01.640914
BPMD,1150.0,1280.0,1150.0,1150.0,0.0,2020-05-21 12:10:01.640914
BPMDD,14.25,14.25,14.25,14.25,0.0,2020-05-21 12:10:01.640914
BPME,150.0,0.0,0.0,150.0,0.0,2020-05-21 12:10:01.640914
CEDI,10500.0,10500.0,10500.0,10500.0,0.0,2020-05-21 12:10:01.640914
CH24D,2140.22,0.0,0.0,2140.22,0.0,2020-05-21 12:10:01.640914
CHSG1,570.0,570.0,570.0,570.0,0.0,2020-05-21 12:10:01.640914
CHSG2,72.03,0.0,0.0,72.03,0.0,2020-05-21 12:10:01.640914
